host_identity_verified,bedrooms,neighbourhood_cleansed,calculated_host_listings_count_shared_rooms,host_total_listings_count,neighbourhood_group_cleansed,has_availability,calculated_host_listings_count_private_rooms,calculated_host_listings_count_entire_homes,maximum_nights_avg_ntm,maximum_nights,accommodates,host_is_superhost,availability_365,minimum_nights_avg_ntm,price,instant_bookable,bathrooms
t,2.0,Rego Park,0,1.0,Queens,t,0,1,1125.0,1125,6,f,0,30.0,160.0,t,1.0
t,1.0,Hell's Kitchen,0,2.0,Manhattan,t,1,0,30.0,30,1,f,350,30.0,65.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,50.0,t,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,f,1,0,35.0,35,2,f,0,30.0,45.0,f,1.0
t,2.0,Upper East Side,0,54.0,Manhattan,t,0,54,365.0,365,5,f,153,30.0,145.0,f,1.0
t,2.0,Upper East Side,0,54.0,Manhattan,t,0,54,365.0,365,5,f,134,30.0,150.0,f,1.0
t,3.0,Hell's Kitchen,0,3.0,Manhattan,t,2,1,30.0,30,4,f,89,30.0,329.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,49.0,f,1.0
t,1.0,Mott Haven,0,1.0,Bronx,f,1,0,30.0,30,1,f,0,30.0,50.0,f,1.0
t,2.0,Crown Heights,0,2.0,Brooklyn,t,1,1,1125.0,40,4,t,0,7.0,60.0,t,2.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,90.0,90,2,f,179,7.0,250.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,45.0,t,1.0
t,1.0,Astoria,0,1.0,Queens,t,0,1,98.0,98,2,f,0,98.0,71.0,f,1.0
t,1.0,Upper West Side,0,1.0,Manhattan,t,0,1,30.0,30,4,f,0,30.0,135.0,f,1.0
f,1.0,Red Hook,0,1.0,Brooklyn,f,0,1,1125.0,1125,2,f,0,30.0,110.0,f,1.0
t,1.0,Washington Heights,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,0,30.0,22.0,t,2.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,970.2,180,4,t,120,4.9,154.0,f,1.0
f,1.0,Flatbush,0,1.0,Brooklyn,t,1,0,59.0,59,1,f,90,59.0,34.0,t,2.0
t,1.0,Clinton Hill,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,71.0,f,1.0
t,1.0,Bushwick,0,2.0,Brooklyn,f,2,0,1125.0,1125,2,f,0,30.0,70.0,f,1.0
f,1.0,Williamsburg,0,2.0,Brooklyn,t,2,0,60.0,60,2,f,158,30.0,55.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,8.0,Brooklyn,t,4,2,29.0,29,2,t,331,2.1,75.0,t,1.0
t,,East Harlem,0,3.0,Manhattan,t,0,3,180.0,180,2,t,124,1.0,109.0,f,1.0
t,1.0,Harlem,1,3.0,Manhattan,t,2,0,1125.0,1125,1,f,0,1.0,59.0,f,1.0
t,1.0,Midtown,0,4.0,Manhattan,t,0,6,362.0,362,4,f,340,28.9,149.0,f,1.0
t,,Williamsburg,0,1.0,Brooklyn,t,0,1,35.0,35,4,f,0,30.0,240.0,f,1.0
f,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,99.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,7.0,7,3,f,0,2.0,42.0,t,1.0
t,3.0,Jamaica,0,1.0,Queens,t,3,4,1125.0,360,10,t,175,1.0,246.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1.0,1,10,f,319,1.0,450.0,f,1.0
t,1.0,Ridgewood,0,2.0,Queens,t,2,0,1125.0,1125,1,f,0,30.0,19.0,t,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,2,0,1125.0,1125,1,f,81,30.0,48.0,f,1.0
t,2.0,Harlem,0,0.0,Manhattan,t,0,1,1125.0,1125,6,f,0,30.0,129.0,t,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,62.0,t,1.0
t,3.0,Sheepshead Bay,0,2.0,Brooklyn,t,0,1,200.0,200,5,f,0,30.0,199.0,f,2.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,75.0,f,1.0
t,1.0,Prospect-Lefferts Gardens,0,2.0,Brooklyn,t,0,1,21.0,21,3,f,66,1.0,88.0,f,1.0
t,2.0,Long Island City,0,1.0,Queens,t,0,1,1125.0,1125,4,f,0,30.0,160.0,t,1.0
t,1.0,SoHo,0,1.0,Manhattan,t,0,1,31.0,31,2,f,0,30.0,204.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,29.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,317,2.0,135.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,50.0,t,1.0
t,2.0,Upper West Side,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,350.0,f,1.5
t,1.0,East Elmhurst,0,2.0,Queens,t,0,1,1125.0,1125,3,f,0,30.0,110.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,105.0,f,1.0
t,,Upper East Side,0,1.0,Manhattan,f,0,1,30.0,30,2,f,0,30.0,200.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,250.0,t,1.0
t,1.0,East Harlem,0,1.0,Manhattan,f,0,1,1125.0,1125,4,f,0,30.0,170.0,f,1.0
t,1.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,158.0,f,1.0
t,1.0,Upper East Side,0,2.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,150.0,f,1.0
f,1.0,Rego Park,0,1.0,Queens,f,1,0,30.0,30,1,f,0,30.0,100.0,f,1.0
t,1.0,Chelsea,0,1.0,Manhattan,t,1,0,29.0,29,2,f,0,1.0,50.0,f,1.0
t,,West Village,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,60.0,80.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,8,3.8,120.0,f,1.0
t,1.0,Kips Bay,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,100.0,t,1.0
t,1.0,Ditmars Steinway,0,1.0,Queens,t,1,0,1125.0,1125,2,f,0,30.0,47.0,f,1.0
f,,Jackson Heights,0,2.0,Queens,t,0,1,1125.0,1125,4,f,319,2.0,97.0,f,1.0
t,,Williamsburg,0,1.0,Brooklyn,t,0,1,30.0,30,2,f,0,30.0,180.0,t,1.0
t,1.0,Bensonhurst,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,t,218,30.0,150.0,f,1.0
f,2.0,Financial District,0,0.0,Manhattan,t,0,1,1047.0,1047,6,f,104,30.0,376.0,f,2.0
f,2.0,Long Island City,0,1.0,Queens,t,0,1,1118.0,1118,4,f,32,30.0,180.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,170.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,152,30.0,150.0,t,1.0
t,1.0,Maspeth,0,2.0,Queens,t,3,0,1125.0,300,1,t,126,32.0,50.0,t,1.0
f,,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,0,30.0,40.0,f,1.0
t,1.0,Williamsburg,0,2.0,Brooklyn,t,2,0,1125.0,1125,2,f,0,3.0,106.0,f,1.0
t,1.0,Woodside,0,1.0,Queens,f,1,0,356.0,356,2,f,0,30.0,40.0,f,1.0
t,1.0,Greenpoint,0,2.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,125.0,f,1.0
t,1.0,Williamsburg,0,3.0,Brooklyn,f,2,1,1125.0,1125,1,f,0,10.0,35.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,2.0,70.0,t,1.0
t,1.0,Woodside,0,1.0,Queens,t,0,1,1125.0,1125,3,f,0,30.0,80.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,f,0,1,1125.0,1125,3,f,0,30.0,150.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,100.0,f,1.0
t,1.0,Kensington,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,60.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,f,0,1,31.0,31,4,f,0,30.0,110.0,f,1.0
t,2.0,East Village,0,1.0,Manhattan,t,1,0,365.0,365,1,f,0,30.0,62.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,f,1,0,90.0,90,2,f,0,30.0,48.0,f,1.0
f,1.0,East Flatbush,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,248,2.0,120.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,f,1,0,30.0,30,2,f,0,30.0,102.0,f,1.0
t,2.0,Upper East Side,0,54.0,Manhattan,t,0,54,365.0,365,5,f,104,30.0,140.0,f,1.0
f,3.0,Brownsville,0,2.0,Brooklyn,t,0,1,1125.0,1125,16,t,364,1.0,843.0,f,1.5
t,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,180.0,180,6,f,169,30.0,325.0,f,2.0
f,1.0,Jamaica,0,4.0,Queens,t,4,0,1125.0,1125,1,f,344,30.0,50.0,f,1.0
t,1.0,Ditmars Steinway,0,2.0,Queens,f,1,0,60.0,60,1,f,0,30.0,50.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,f,1,0,30.0,30,1,f,0,30.0,32.0,f,1.0
t,1.0,Flatbush,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,49.0,t,1.0
f,1.0,Gramercy,0,16.0,Manhattan,t,9,0,60.0,60,2,f,334,30.0,65.0,t,4.0
t,1.0,Prospect-Lefferts Gardens,0,2.0,Brooklyn,t,2,0,1125.0,120,3,t,281,3.0,78.0,t,2.0
f,1.0,Harlem,0,1.0,Manhattan,t,1,0,37.0,37,1,f,0,30.0,1000.0,t,1.5
t,1.0,Greenpoint,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,135.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,t,52,4.0,121.0,f,1.0
t,2.0,Brighton Beach,0,1.0,Brooklyn,t,1,0,60.0,60,4,f,359,60.0,85.0,f,1.0
f,1.0,Greenpoint,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,128,21.0,90.0,f,1.0
f,1.0,Hell's Kitchen,0,3.0,Manhattan,t,3,0,1125.0,1125,2,t,45,2.0,151.0,f,1.0
f,,Bedford-Stuyvesant,0,5.0,Brooklyn,t,0,1,1125.0,1125,4,f,151,30.0,112.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,38.0,f,1.0
t,1.0,Astoria,0,1.0,Queens,t,0,1,1125.0,1125,4,f,102,3.0,121.0,f,1.0
f,1.0,Jamaica,0,4.0,Queens,t,4,0,1125.0,28,4,f,127,1.0,100.0,f,1.0
t,1.0,Sunnyside,0,3.0,Queens,t,3,0,1125.0,1125,4,f,365,1.0,140.0,t,1.0
t,,Williamsburg,0,2.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,139.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,50.0,t,2.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,365.0,365,1,f,365,30.0,145.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,2,0,42.0,42,1,f,0,30.0,38.0,f,1.0
f,,Greenwich Village,0,0.0,Manhattan,f,1,0,1125.0,1125,1,f,0,30.0,100.0,f,1.0
f,1.0,Bushwick,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,60.0,f,1.0
t,1.0,Boerum Hill,0,1.0,Brooklyn,t,1,0,1125.0,90,1,t,0,7.0,81.0,f,1.0
t,,Williamsburg,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,80.0,f,1.0
t,1.0,Greenwich Village,0,1.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,200.0,f,1.5
t,3.0,Hell's Kitchen,0,2.0,Manhattan,t,0,2,1125.0,1125,7,f,365,180.0,275.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,45.0,f,2.0
f,1.0,Jamaica,0,2.0,Queens,t,2,0,1125.0,31,2,t,43,1.0,50.0,t,1.0
t,1.0,Bedford-Stuyvesant,1,6.0,Brooklyn,t,0,0,1125.0,1125,3,f,365,30.0,35.0,f,1.0
f,1.0,Bushwick,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,29.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,1.0,142.0,t,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,1,0,1125.0,1125,2,f,363,30.0,80.0,f,1.0
t,1.0,Flatbush,0,12.0,Brooklyn,t,0,2,1125.0,1125,2,f,192,30.0,64.0,f,1.0
f,1.0,Crown Heights,0,1.0,Brooklyn,f,0,1,56.0,56,3,f,0,30.0,65.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,f,1,0,1125.0,1125,2,f,0,30.0,28.0,f,3.0
t,1.0,Gramercy,0,7.0,Manhattan,t,0,7,1125.0,1125,4,f,73,30.0,150.0,f,1.0
f,2.0,Flatlands,0,1.0,Brooklyn,t,0,1,1125.0,1125,6,t,350,3.0,175.0,f,1.0
t,1.0,Crown Heights,0,2.0,Brooklyn,t,2,0,1125.0,1125,2,f,0,30.0,60.0,t,1.0
t,1.0,Williamsburg,0,3.0,Brooklyn,t,4,1,1125.0,1125,4,t,293,4.0,145.0,f,1.0
t,1.0,Midtown,0,3.0,Manhattan,t,2,1,1125.0,1125,2,t,6,3.0,130.0,t,1.0
t,1.0,Midtown,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,330.0,f,1.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,190.0,f,1.0
t,2.0,Bushwick,0,1.0,Brooklyn,t,0,1,1125.0,30,2,f,75,5.0,160.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,50.0,f,1.0
t,1.0,Sunnyside,0,2.0,Queens,t,2,0,1125.0,100,2,t,0,2.0,68.0,t,1.0
t,1.0,Sunnyside,0,2.0,Queens,t,2,0,1125.0,100,2,t,56,2.0,78.0,t,1.0
f,2.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,21,4,f,0,2.0,51.0,t,2.0
f,1.0,Upper West Side,0,1.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,70.0,f,1.0
t,,Williamsburg,0,1.0,Brooklyn,t,0,1,1124.0,1124,2,f,0,30.0,200.0,f,1.0
t,1.0,Crown Heights,0,0.0,Brooklyn,t,1,0,10.0,10,2,f,124,2.0,120.0,f,1.0
f,1.0,Midtown,0,1.0,Manhattan,t,1,0,180.0,180,2,f,0,3.0,129.0,t,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,55.0,f,1.0
f,1.0,Washington Heights,0,2.0,Manhattan,t,2,0,1125.0,1125,2,f,144,30.0,53.0,f,1.0
t,1.0,Williamsburg,0,0.0,Brooklyn,t,2,2,1107.1,28,3,t,29,3.2,197.0,t,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,55.0,f,1.0
f,1.0,Harlem,1,1.0,Manhattan,t,0,0,1125.0,1125,3,f,0,30.0,40.0,f,1.0
t,,Gramercy,0,2.0,Manhattan,t,0,1,1125.0,360,2,t,103,30.0,130.0,f,1.0
f,1.0,Ditmars Steinway,0,1.0,Queens,t,1,1,1125.0,65,4,t,341,5.0,210.0,f,1.0
t,2.0,East New York,0,1.0,Brooklyn,t,0,1,1125.0,180,4,t,301,4.9,124.0,f,1.0
t,,Upper East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,200.0,f,1.0
f,1.0,Clinton Hill,0,1.0,Brooklyn,f,0,1,60.0,60,2,f,0,30.0,149.0,f,1.0
t,1.0,Hell's Kitchen,0,3.0,Manhattan,t,2,0,1125.0,1125,2,f,0,30.0,80.0,f,1.0
t,1.0,Washington Heights,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,8,7.0,50.0,f,1.0
t,2.0,Bay Ridge,0,1.0,Brooklyn,t,1,0,32.0,32,1,f,0,30.0,58.0,f,1.0
t,1.0,Gowanus,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,175.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,35.0,t,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,5,t,34,5.0,124.0,f,1.0
t,1.0,Midtown,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,450.0,t,1.0
f,2.0,Greenpoint,0,3.0,Brooklyn,t,1,1,1125.0,1125,2,f,0,1.0,70.0,t,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,90.0,90,2,t,0,30.0,60.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,40.0,t,1.0
t,1.0,Ditmars Steinway,0,2.0,Queens,t,0,1,1125.0,1125,3,f,306,30.0,100.0,f,1.0
t,1.0,Long Island City,0,1.0,Queens,t,1,0,1125.0,1125,2,f,0,30.0,60.0,f,1.0
t,1.0,Ridgewood,0,4.0,Queens,t,4,0,1125.0,25,2,f,20,1.0,51.0,f,1.5
t,1.0,Flatiron District,0,3.0,Manhattan,t,0,0,20.9,29,2,f,326,1.0,318.0,t,1.0
t,3.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,2,0,1125.0,1123,1,t,0,4.0,34.0,t,2.0
t,3.0,Bushwick,0,1.0,Brooklyn,f,0,1,1125.0,1125,6,f,0,30.0,275.0,f,2.5
t,1.0,Harlem,0,2.0,Manhattan,t,0,2,1125.0,90,4,f,276,30.0,85.0,t,2.0
t,1.0,Crown Heights,0,2.0,Brooklyn,t,2,0,1125.0,1125,2,f,0,30.0,150.0,t,1.0
f,,Crown Heights,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,30.0,f,1.0
t,1.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,1125.0,1125,3,t,180,30.0,108.0,f,1.0
t,2.0,Hell's Kitchen,0,1.0,Manhattan,f,0,1,1125.0,1125,6,f,0,30.0,1500.0,f,2.0
f,1.0,Upper West Side,0,1.0,Manhattan,f,0,1,120.0,120,4,f,0,30.0,10000.0,f,1.0
t,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,20.0,120.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,365,30.0,129.0,t,1.0
t,1.0,Murray Hill,0,101.0,Manhattan,t,0,101,1125.0,1125,2,f,318,30.0,159.0,f,1.0
t,1.0,Crown Heights,0,0.0,Brooklyn,t,0,1,1125.0,30,2,f,0,30.0,71.0,t,1.0
t,1.0,Williamsburg,0,4.0,Brooklyn,t,3,0,1125.0,365,1,f,0,30.0,49.0,t,0.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,120.0,120,2,f,35,14.0,99.0,f,1.0
t,3.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,2,0,1125.0,200,1,t,0,4.0,39.0,t,2.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,6,t,140,3.0,267.0,f,2.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,28.0,28,2,t,312,3.0,132.0,f,1.0
t,,Carroll Gardens,0,2.0,Brooklyn,t,0,2,1125.0,1125,2,t,119,2.0,152.0,f,1.0
f,1.0,Astoria,0,3.0,Queens,t,2,0,1125.0,1125,2,f,358,1.0,70.0,f,1.0
f,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,30.0,30,5,f,0,30.0,126.0,t,1.0
f,1.0,Washington Heights,0,3.0,Manhattan,t,2,1,1125.0,1125,5,f,0,30.0,119.0,t,1.0
t,1.0,Kips Bay,0,1.0,Manhattan,t,0,1,31.0,31,2,f,0,30.0,200.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,45.0,f,1.0
t,3.0,Lower East Side,0,31.0,Manhattan,t,2,174,1125.0,1125,6,t,146,30.0,225.0,f,1.0
t,,Upper East Side,0,1.0,Manhattan,f,0,1,1125.0,1125,3,f,0,30.0,125.0,f,1.0
t,3.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,21.0,21,5,f,206,7.0,300.0,f,2.0
t,1.0,Prospect Heights,0,2.0,Brooklyn,t,1,0,3.2,3,2,t,0,1.2,86.0,t,0.0
t,2.0,Lower East Side,0,31.0,Manhattan,t,2,174,1125.0,1125,4,t,97,30.0,150.0,f,1.0
t,1.0,Lower East Side,0,0.0,Manhattan,t,0,1,1125.0,62,2,f,140,30.0,94.0,f,1.0
t,5.0,Bushwick,0,4.0,Brooklyn,t,0,4,1125.0,1125,12,t,307,30.0,399.0,f,3.0
t,2.0,Lower East Side,0,31.0,Manhattan,t,2,174,1125.0,1125,4,t,318,30.0,200.0,f,1.0
t,,Lower East Side,0,31.0,Manhattan,t,2,174,1125.0,1125,2,t,107,30.0,175.0,f,1.0
t,,Lower East Side,0,31.0,Manhattan,t,2,174,1125.0,1125,3,t,276,30.0,175.0,f,1.0
t,1.0,East Harlem,0,1.0,Manhattan,t,0,1,1125.0,30,2,f,0,30.0,110.0,t,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,39.0,f,1.0
t,1.0,Fort Greene,0,1.0,Brooklyn,t,0,1,1125.0,60,2,t,30,30.0,245.0,f,1.0
t,3.0,East Flatbush,0,2.0,Brooklyn,t,3,0,1125.0,1125,3,f,324,30.0,35.0,f,1.0
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,365,30.0,250.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,1,f,0,2.0,90.0,f,1.0
t,1.0,Nolita,0,1.0,Manhattan,t,1,0,1125.0,30,2,f,0,30.0,90.0,t,1.0
f,1.0,Woodside,0,1.0,Queens,f,1,0,1125.0,1125,1,f,0,30.0,27.0,f,1.0
t,1.0,Kensington,0,1.0,Brooklyn,t,1,0,30.0,30,2,f,0,30.0,35.0,t,1.0
t,2.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,0,1,1125.0,1125,4,f,168,30.0,350.0,f,2.0
f,,Hell's Kitchen,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,60.0,t,1.0
t,1.0,Bushwick,0,3.0,Brooklyn,t,1,0,31.0,31,1,f,0,30.0,50.0,f,1.0
f,1.0,Upper West Side,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,50.0,f,1.0
t,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,45.0,45,2,f,0,30.0,151.0,t,1.0
f,1.0,Roosevelt Island,0,1.0,Manhattan,f,1,0,1125.0,1125,1,f,0,30.0,78.0,f,1.0
t,1.0,Upper West Side,0,6.0,Manhattan,t,0,1,365.0,365,2,t,129,30.0,260.0,f,1.0
t,,Harlem,0,2.0,Manhattan,t,0,2,1125.0,1125,2,t,303,1.0,121.0,f,1.0
f,1.0,Prospect-Lefferts Gardens,0,1.0,Brooklyn,t,0,3,1125.0,1125,3,f,3,4.0,120.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,8.0,Brooklyn,t,4,2,1125.0,1125,2,t,344,1.4,75.0,t,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,35.0,35,2,f,0,30.0,57.0,f,
f,1.0,SoHo,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,173,30.0,595.0,f,1.0
t,1.0,Lower East Side,0,31.0,Manhattan,t,2,174,1125.0,1125,3,t,162,30.0,175.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,141,6.0,123.0,t,1.0
f,1.0,East Flatbush,0,1.0,Brooklyn,t,1,0,1125.0,365,2,f,365,30.0,100.0,t,1.0
t,1.0,East Flatbush,0,1.0,Brooklyn,t,0,1,10.0,10,2,t,2,2.0,85.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,60.0,60,1,f,0,30.0,89.0,f,1.0
t,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,49.0,49,4,f,0,2.0,314.0,t,1.0
t,2.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,1,1,1125.0,1125,4,f,365,30.0,114.0,f,2.0
t,4.0,Crown Heights,0,3.0,Brooklyn,t,0,3,28.0,28,8,f,150,4.0,320.0,f,2.5
t,1.0,Upper West Side,0,1.0,Manhattan,f,1,0,1125.0,1125,1,f,0,30.0,39.0,f,1.0
f,1.0,Bushwick,0,1.0,Brooklyn,t,0,1,90.0,90,3,f,63,30.0,118.0,f,1.0
t,,East Flatbush,0,2.0,Brooklyn,t,0,1,1125.0,30,4,f,0,30.0,80.0,f,1.0
f,1.0,Flushing,1,1.0,Queens,f,0,0,1125.0,1125,3,f,0,30.0,30.0,f,1.0
t,1.0,Clinton Hill,0,1.0,Brooklyn,t,1,0,30.0,30,1,f,0,30.0,48.0,f,1.0
t,1.0,Brooklyn Heights,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,80.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,40.0,t,1.0
f,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,45.0,f,1.0
t,1.0,Midtown,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,150,30.0,108.0,f,1.0
t,,East Village,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,161.0,t,1.0
t,1.0,Long Island City,0,1.0,Queens,t,1,0,1125.0,1125,1,f,0,30.0,45.0,t,1.5
f,,East Flatbush,0,1.0,Brooklyn,t,0,1,200.0,200,2,t,345,7.0,95.0,f,1.5
t,1.0,Clinton Hill,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,2.0,80.0,t,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,0,2,1125.0,1124,2,t,0,30.0,180.0,f,1.0
t,1.0,East Harlem,0,2.0,Manhattan,t,1,1,1125.0,1125,2,f,0,30.0,45.0,f,1.0
